adstrd_code,adstrd_nm,brtc_nm,signgu_nm
27170510 ,내당1동,대구광역시,서구
27170525 ,내당2.3동,대구광역시,서구
27170540 ,내당4동,대구광역시,서구
27170550 ,비산1동,대구광역시,서구
27170565 ,비산2.3동,대구광역시,서구
27170580 ,비산4동,대구광역시,서구
27170590 ,비산5동,대구광역시,서구
27170600 ,비산6동,대구광역시,서구
27170610 ,비산7동,대구광역시,서구
27170620 ,평리1동,대구광역시,서구
27170630 ,평리2동,대구광역시,서구
27170640 ,평리3동,대구광역시,서구
27170650 ,평리4동,대구광역시,서구
27170660 ,평리5동,대구광역시,서구
27170661 ,평리6동,대구광역시,서구
27170675 ,상중이동,대구광역시,서구
27170695 ,원대동,대구광역시,서구
27200515 ,이천동,대구광역시,남구
27200530 ,봉덕1동,대구광역시,남구
27200540 ,봉덕2동,대구광역시,남구
27200550 ,봉덕3동,대구광역시,남구
27200560 ,대명1동,대구광역시,남구
27200571 ,대명2동,대구광역시,남구
27200586 ,대명3동,대구광역시,남구
27200590 ,대명4동,대구광역시,남구
27200600 ,대명5동,대구광역시,남구
27200610 ,대명6동,대구광역시,남구
27200640 ,대명9동,대구광역시,남구
27200650 ,대명10동,대구광역시,남구
27200660 ,대명11동,대구광역시,남구
27230510 ,고성동,대구광역시,북구
27230526 ,칠성동,대구광역시,북구
27230550 ,침산1동,대구광역시,북구
27230560 ,침산2동,대구광역시,북구
27230570 ,침산3동,대구광역시,북구
27230610 ,산격1동,대구광역시,북구
27230620 ,산격2동,대구광역시,북구
27230630 ,산격3동,대구광역시,북구
27230631 ,산격4동,대구광역시,북구
27230645 ,대현동,대구광역시,북구
27230671 ,복현1동,대구광역시,북구
27230672 ,복현2동,대구광역시,북구
27230680 ,검단동,대구광역시,북구
27230695 ,무태조야동,대구광역시,북구
27230715 ,관문동,대구광역시,북구
27230725 ,태전1동,대구광역시,북구
27230735 ,태전2동,대구광역시,북구
27230745 ,구암동,대구광역시,북구
27230750 ,관음동,대구광역시,북구
27230770 ,읍내동,대구광역시,북구
27230780 ,동천동,대구광역시,북구
27230790 ,노원동,대구광역시,북구
27230800 ,국우동,대구광역시,북구
27260510 ,범어1동,대구광역시,수성구
27260520 ,범어2동,대구광역시,수성구
27260530 ,범어3동,대구광역시,수성구
27260540 ,범어4동,대구광역시,수성구
27260550 ,만촌1동,대구광역시,수성구
27260560 ,만촌2동,대구광역시,수성구
27260561 ,만촌3동,대구광역시,수성구
27260570 ,수성1가동,대구광역시,수성구
27260580 ,수성2.3가동,대구광역시,수성구
27260590 ,수성4가동,대구광역시,수성구
27260601 ,황금1동,대구광역시,수성구
27260602 ,황금2동,대구광역시,수성구
27260610 ,중동,대구광역시,수성구
27260620 ,상동,대구광역시,수성구
27260630 ,파동,대구광역시,수성구
27260640 ,두산동,대구광역시,수성구
27260651 ,지산1동,대구광역시,수성구
27260652 ,지산2동,대구광역시,수성구
27260661 ,범물1동,대구광역시,수성구
27260662 ,범물2동,대구광역시,수성구
27260670 ,고산1동,대구광역시,수성구
27260680 ,고산2동,대구광역시,수성구
27260690 ,고산3동,대구광역시,수성구
27290515 ,성당동,대구광역시,달서구
27290535 ,두류1.2동,대구광역시,달서구
27290550 ,두류3동,대구광역시,달서구
27290555 ,감삼동,대구광역시,달서구
27290563 ,죽전동,대구광역시,달서구
27290568 ,장기동,대구광역시,달서구
27290571 ,용산1동,대구광역시,달서구
27290572 ,용산2동,대구광역시,달서구
27290576 ,이곡1동,대구광역시,달서구
27290577 ,이곡2동,대구광역시,달서구
27290585 ,신당동,대구광역시,달서구
27290590 ,본리동,대구광역시,달서구
27290601 ,월성1동,대구광역시,달서구
27290602 ,월성2동,대구광역시,달서구
27290615 ,진천동,대구광역시,달서구
27290624 ,상인1동,대구광역시,달서구
27290625 ,상인2동,대구광역시,달서구
27290626 ,상인3동,대구광역시,달서구
27290628 ,도원동,대구광역시,달서구
27290630 ,송현1동,대구광역시,달서구
27290640 ,송현2동,대구광역시,달서구
27290650 ,본동,대구광역시,달서구
27710250 ,화원읍,대구광역시,달성군
27710253 ,논공읍,대구광역시,달성군
27710256 ,다사읍,대구광역시,달성군
27710259 ,유가읍,대구광역시,달성군
27710262 ,옥포읍,대구광역시,달성군
27710265 ,현풍읍,대구광역시,달성군
27710310 ,가창면,대구광역시,달성군
27710330 ,하빈면,대구광역시,달성군
27710380 ,구지면,대구광역시,달성군
28110520 ,연안동,인천광역시,중구
28110530 ,신포동,인천광역시,중구
28110540 ,신흥동,인천광역시,중구
28110560 ,도원동,인천광역시,중구
28110570 ,율목동,인천광역시,중구
28110585 ,동인천동,인천광역시,중구
28110600 ,북성동,인천광역시,중구
28110610 ,송월동,인천광역시,중구
28110620 ,영종동,인천광역시,중구
28110622 ,영종1동,인천광역시,중구
28110628 ,운서동,인천광역시,중구
28110630 ,용유동,인천광역시,중구
28140510 ,만석동,인천광역시,동구
28140525 ,화수1.화평동,인천광역시,동구
28140530 ,화수2동,인천광역시,동구
28140555 ,송현1.2동,인천광역시,동구
28140570 ,송현3동,인천광역시,동구
28140580 ,송림1동,인천광역시,동구
28140590 ,송림2동,인천광역시,동구
28140605 ,송림3.5동,인천광역시,동구
28140610 ,송림4동,인천광역시,동구
28140630 ,송림6동,인천광역시,동구
28140640 ,금창동,인천광역시,동구
28177510 ,숭의2동,인천광역시,미추홀구
28177520 ,"숭의1,3동",인천광역시,미추홀구
28177530 ,숭의4동,인천광역시,미추홀구
28177540 ,"용현1,4동",인천광역시,미추홀구
28177550 ,용현2동,인천광역시,미추홀구
28177560 ,용현3동,인천광역시,미추홀구
28177570 ,용현5동,인천광역시,미추홀구
28177580 ,학익1동,인천광역시,미추홀구
28177590 ,학익2동,인천광역시,미추홀구
28177600 ,도화1동,인천광역시,미추홀구
28177610 ,"도화2,3동",인천광역시,미추홀구
28177620 ,주안1동,인천광역시,미추홀구
28177630 ,주안2동,인천광역시,미추홀구
28177640 ,주안3동,인천광역시,미추홀구
28177650 ,주안4동,인천광역시,미추홀구
28177660 ,주안5동,인천광역시,미추홀구
28177670 ,주안6동,인천광역시,미추홀구
28177680 ,주안7동,인천광역시,미추홀구
28177690 ,주안8동,인천광역시,미추홀구
28177700 ,관교동,인천광역시,미추홀구
28177710 ,문학동,인천광역시,미추홀구
28185630 ,옥련1동,인천광역시,연수구
28185640 ,옥련2동,인천광역시,연수구
28185750 ,선학동,인천광역시,연수구
28185761 ,연수1동,인천광역시,연수구
28185762 ,연수2동,인천광역시,연수구
28185763 ,연수3동,인천광역시,연수구
28185766 ,청학동,인천광역시,연수구
28185780 ,동춘1동,인천광역시,연수구
28185790 ,동춘2동,인천광역시,연수구
28185795 ,동춘3동,인천광역시,연수구
28185820 ,송도1동,인천광역시,연수구
28185830 ,송도2동,인천광역시,연수구
28185840 ,송도3동,인천광역시,연수구
28185850 ,송도4동,인천광역시,연수구
28200510 ,구월1동,인천광역시,남동구
28200520 ,구월2동,인천광역시,남동구
28200521 ,구월3동,인천광역시,남동구
28200522 ,구월4동,인천광역시,남동구
28200530 ,간석1동,인천광역시,남동구
28200540 ,간석2동,인천광역시,남동구
28200550 ,간석3동,인천광역시,남동구
28200551 ,간석4동,인천광역시,남동구
28200560 ,만수1동,인천광역시,남동구
28200570 ,만수2동,인천광역시,남동구
28200580 ,만수3동,인천광역시,남동구
28200581 ,만수4동,인천광역시,남동구
28200582 ,만수5동,인천광역시,남동구
28200583 ,만수6동,인천광역시,남동구
28200650 ,장수서창동,인천광역시,남동구
28200655 ,서창2동,인천광역시,남동구
28200660 ,남촌도림동,인천광역시,남동구
28200690 ,논현1동,인천광역시,남동구
28200700 ,논현2동,인천광역시,남동구
28200710 ,논현고잔동,인천광역시,남동구
28237510 ,부평1동,인천광역시,부평구
28237520 ,부평2동,인천광역시,부평구
28237530 ,부평3동,인천광역시,부평구
28237540 ,부평4동,인천광역시,부평구
28237550 ,부평5동,인천광역시,부평구
28237560 ,부평6동,인천광역시,부평구
28237570 ,산곡1동,인천광역시,부평구
28237580 ,산곡2동,인천광역시,부평구
28237581 ,산곡3동,인천광역시,부평구
28237582 ,산곡4동,인천광역시,부평구
28237591 ,청천1동,인천광역시,부평구
28237592 ,청천2동,인천광역시,부평구
28237641 ,갈산1동,인천광역시,부평구
28237642 ,갈산2동,인천광역시,부평구
28237646 ,삼산1동,인천광역시,부평구
28237648 ,삼산2동,인천광역시,부평구
28237650 ,부개1동,인천광역시,부평구
28237660 ,부개2동,인천광역시,부평구
28237661 ,부개3동,인천광역시,부평구
28237670 ,일신동,인천광역시,부평구
28237680 ,십정1동,인천광역시,부평구
28237690 ,십정2동,인천광역시,부평구
28245601 ,효성1동,인천광역시,계양구
28245602 ,효성2동,인천광역시,계양구
28245611 ,계산1동,인천광역시,계양구
28245612 ,계산2동,인천광역시,계양구
28245613 ,계산3동,인천광역시,계양구
28245614 ,계산4동,인천광역시,계양구
28245621 ,작전1동,인천광역시,계양구
28245622 ,작전2동,인천광역시,계양구
28245640 ,작전서운동,인천광역시,계양구
28245710 ,계양1동,인천광역시,계양구
28245720 ,계양2동,인천광역시,계양구
28245730 ,계양3동,인천광역시,계양구
28260515 ,검암경서동,인천광역시,서구
28260530 ,연희동,인천광역시,서구
28260536 ,청라1동,인천광역시,서구
28260537 ,청라2동,인천광역시,서구
28260539 ,청라3동,인천광역시,서구
28260542 ,가정1동,인천광역시,서구
28260543 ,가정2동,인천광역시,서구
28260544 ,가정3동,인천광역시,서구
28260550 ,석남1동,인천광역시,서구
28260560 ,석남2동,인천광역시,서구
28260561 ,석남3동,인천광역시,서구
28260575 ,신현원창동,인천광역시,서구
28260580 ,가좌1동,인천광역시,서구
28260590 ,가좌2동,인천광역시,서구
28260600 ,가좌3동,인천광역시,서구
28260610 ,가좌4동,인천광역시,서구
28260680 ,검단동,인천광역시,서구
28260690 ,불로대곡동,인천광역시,서구
28260700 ,원당동,인천광역시,서구
28260710 ,당하동,인천광역시,서구
28260720 ,오류왕길동,인천광역시,서구
28260730 ,마전동,인천광역시,서구
28710250 ,강화읍,인천광역시,강화군
28710310 ,선원면,인천광역시,강화군
28710320 ,불은면,인천광역시,강화군
28710330 ,길상면,인천광역시,강화군
28710340 ,화도면,인천광역시,강화군
28710350 ,양도면,인천광역시,강화군
28710360 ,내가면,인천광역시,강화군
28710370 ,하점면,인천광역시,강화군
28710380 ,양사면,인천광역시,강화군
28710390 ,송해면,인천광역시,강화군
28710400 ,교동면,인천광역시,강화군
28710410 ,삼산면,인천광역시,강화군
28710420 ,서도면,인천광역시,강화군
28720310 ,북도면,인천광역시,옹진군
28720330 ,백령면,인천광역시,옹진군
28720340 ,대청면,인천광역시,옹진군
28720350 ,덕적면,인천광역시,옹진군
28720360 ,영흥면,인천광역시,옹진군
28720370 ,자월면,인천광역시,옹진군
28720380 ,연평면,인천광역시,옹진군
29110525 ,충장동,광주광역시,동구
29110545 ,동명동,광주광역시,동구
29110560 ,계림1동,광주광역시,동구
29110570 ,계림2동,광주광역시,동구
29110590 ,산수1동,광주광역시,동구
29110600 ,산수2동,광주광역시,동구
29110620 ,지산1동,광주광역시,동구
29110630 ,지산2동,광주광역시,동구
29110655 ,서남동,광주광역시,동구
29110685 ,학동,광주광역시,동구
29110710 ,학운동,광주광역시,동구
29110730 ,지원1동,광주광역시,동구
29110740 ,지원2동,광주광역시,동구
29140575 ,양동,광주광역시,서구
29140590 ,양3동,광주광역시,서구
29140650 ,농성1동,광주광역시,서구
29140660 ,농성2동,광주광역시,서구
29140730 ,광천동,광주광역시,서구
29140740 ,유덕동,광주광역시,서구
29140745 ,치평동,광주광역시,서구
29140751 ,상무1동,광주광역시,서구
29140752 ,상무2동,광주광역시,서구
29140760 ,화정1동,광주광역시,서구
29140770 ,화정2동,광주광역시,서구
29140780 ,화정3동,광주광역시,서구
29140790 ,화정4동,광주광역시,서구
29140800 ,서창동,광주광역시,서구
29140821 ,금호1동,광주광역시,서구
29140824 ,금호2동,광주광역시,서구
29140830 ,풍암동,광주광역시,서구
29140840 ,동천동,광주광역시,서구
29155510 ,양림동,광주광역시,남구
29155520 ,방림1동,광주광역시,남구
29155530 ,방림2동,광주광역시,남구
29155537 ,봉선1동,광주광역시,남구
29155538 ,봉선2동,광주광역시,남구
29155545 ,사직동,광주광역시,남구
29155605 ,월산동,광주광역시,남구
29155630 ,월산4동,광주광역시,남구
29155640 ,월산5동,광주광역시,남구
29155670 ,백운1동,광주광역시,남구
29155680 ,백운2동,광주광역시,남구
29155690 ,주월1동,광주광역시,남구
29155700 ,주월2동,광주광역시,남구
29155710 ,효덕동,광주광역시,남구
29155720 ,송암동,광주광역시,남구
29155730 ,대촌동,광주광역시,남구
29170510 ,중흥1동,광주광역시,북구
29170520 ,중흥2동,광주광역시,북구
29170530 ,중흥3동,광주광역시,북구
29170555 ,중앙동,광주광역시,북구
29170570 ,임동,광주광역시,북구
29170580 ,신안동,광주광역시,북구
29170590 ,용봉동,광주광역시,북구
29170601 ,운암1동,광주광역시,북구
29170602 ,운암2동,광주광역시,북구
29170603 ,운암3동,광주광역시,북구
29170615 ,동림동,광주광역시,북구
29170620 ,우산동,광주광역시,북구
29170635 ,풍향동,광주광역시,북구
29170650 ,문화동,광주광역시,북구
29170656 ,문흥1동,광주광역시,북구
29170657 ,문흥2동,광주광역시,북구
29170661 ,두암1동,광주광역시,북구
29170662 ,두암2동,광주광역시,북구
29170663 ,두암3동,광주광역시,북구
29170666 ,삼각동,광주광역시,북구
29170669 ,일곡동,광주광역시,북구
29170673 ,매곡동,광주광역시,북구
29170676 ,오치1동,광주광역시,북구
29170677 ,오치2동,광주광역시,북구
29170685 ,석곡동,광주광역시,북구
29170695 ,건국동,광주광역시,북구
29170696 ,양산동,광주광역시,북구
29200515 ,송정1동,광주광역시,광산구
29200525 ,송정2동,광주광역시,광산구
29200540 ,도산동,광주광역시,광산구
29200550 ,신흥동,광주광역시,광산구
29200565 ,어룡동,광주광역시,광산구
29200580 ,우산동,광주광역시,광산구
29200600 ,월곡1동,광주광역시,광산구
29200610 ,월곡2동,광주광역시,광산구
29200620 ,비아동,광주광역시,광산구
29200624 ,첨단1동,광주광역시,광산구
29200626 ,첨단2동,광주광역시,광산구
29200630 ,신가동,광주광역시,광산구
29200635 ,운남동,광주광역시,광산구
29200637 ,수완동,광주광역시,광산구
29200640 ,하남동,광주광역시,광산구
29200650 ,임곡동,광주광역시,광산구
29200660 ,동곡동,광주광역시,광산구
29200670 ,평동,광주광역시,광산구
29200680 ,삼도동,광주광역시,광산구
29200690 ,본량동,광주광역시,광산구
29200700 ,신창동,광주광역시,광산구
30110515 ,중앙동,대전광역시,동구
30110530 ,효동,대전광역시,동구
30110545 ,신인동,대전광역시,동구
30110551 ,판암1동,대전광역시,동구
30110552 ,판암2동,대전광역시,동구
30110560 ,용운동,대전광역시,동구
30110585 ,대동,대전광역시,동구
30110590 ,자양동,대전광역시,동구
30110620 ,가양1동,대전광역시,동구
30110630 ,가양2동,대전광역시,동구
30110640 ,용전동,대전광역시,동구
30110665 ,성남동,대전광역시,동구
30110670 ,홍도동,대전광역시,동구
30110695 ,삼성동,대전광역시,동구
30110725 ,대청동,대전광역시,동구
30110740 ,산내동,대전광역시,동구
30140535 ,은행선화동,대전광역시,중구
30140550 ,목동,대전광역시,중구
30140560 ,중촌동,대전광역시,중구
30140575 ,대흥동,대전광역시,중구
30140605 ,문창동,대전광역시,중구
30140620 ,석교동,대전광역시,중구
30140630 ,대사동,대전광역시,중구
30140640 ,부사동,대전광역시,중구
30140655 ,용두동,대전광역시,중구
30140670 ,오류동,대전광역시,중구
30140680 ,태평1동,대전광역시,중구
30140690 ,태평2동,대전광역시,중구
30140700 ,유천1동,대전광역시,중구
30140710 ,유천2동,대전광역시,중구
30140720 ,문화1동,대전광역시,중구
30140730 ,문화2동,대전광역시,중구
30140740 ,산성동,대전광역시,중구
30170510 ,복수동,대전광역시,서구
30170520 ,도마1동,대전광역시,서구
30170530 ,도마2동,대전광역시,서구
30170535 ,정림동,대전광역시,서구
30170540 ,변동,대전광역시,서구
30170550 ,용문동,대전광역시,서구
30170555 ,탄방동,대전광역시,서구
30170560 ,괴정동,대전광역시,서구
30170570 ,가장동,대전광역시,서구
30170575 ,내동,대전광역시,서구
30170581 ,갈마1동,대전광역시,서구
30170582 ,갈마2동,대전광역시,서구
30170586 ,월평1동,대전광역시,서구
30170587 ,월평2동,대전광역시,서구
30170588 ,월평3동,대전광역시,서구
30170590 ,가수원동,대전광역시,서구
30170596 ,관저1동,대전광역시,서구
30170597 ,관저2동,대전광역시,서구
30170600 ,기성동,대전광역시,서구
30170630 ,둔산1동,대전광역시,서구
30170640 ,둔산2동,대전광역시,서구
30170650 ,만년동,대전광역시,서구
30170660 ,둔산3동,대전광역시,서구
30200520 ,진잠동,대전광역시,유성구
30200530 ,온천1동,대전광역시,유성구
30200540 ,온천2동,대전광역시,유성구
30200546 ,노은1동,대전광역시,유성구
30200547 ,노은2동,대전광역시,유성구
30200548 ,노은3동,대전광역시,유성구
30200550 ,신성동,대전광역시,유성구
30200570 ,전민동,대전광역시,유성구
30200580 ,구즉동,대전광역시,유성구
30200600 ,관평동,대전광역시,유성구
30200610 ,원신흥동,대전광역시,유성구
30230510 ,오정동,대전광역시,대덕구
30230520 ,대화동,대전광역시,대덕구
30230525 ,회덕동,대전광역시,대덕구
30230533 ,비래동,대전광역시,대덕구
30230543 ,송촌동,대전광역시,대덕구
30230546 ,중리동,대전광역시,대덕구
30230550 ,신탄진동,대전광역시,대덕구
30230560 ,석봉동,대전광역시,대덕구
30230570 ,덕암동,대전광역시,대덕구
30230580 ,목상동,대전광역시,대덕구
30230600 ,법1동,대전광역시,대덕구
30230610 ,법2동,대전광역시,대덕구
31110510 ,학성동,울산광역시,중구
31110520 ,반구1동,울산광역시,중구
31110530 ,반구2동,울산광역시,중구
31110540 ,복산1동,울산광역시,중구
31110550 ,복산2동,울산광역시,중구
31110585 ,중앙동,울산광역시,중구
31110590 ,우정동,울산광역시,중구
31110600 ,태화동,울산광역시,중구
31110610 ,다운동,울산광역시,중구
31110620 ,병영1동,울산광역시,중구
31110630 ,병영2동,울산광역시,중구
31110640 ,약사동,울산광역시,중구
31110650 ,성안동,울산광역시,중구
31140510 ,신정1동,울산광역시,남구
31140520 ,신정2동,울산광역시,남구
31140530 ,신정3동,울산광역시,남구
31140540 ,신정4동,울산광역시,남구
31140550 ,신정5동,울산광역시,남구
31140560 ,달동,울산광역시,남구
31140570 ,삼산동,울산광역시,남구
31140585 ,삼호동,울산광역시,남구
31140595 ,무거동,울산광역시,남구
31140600 ,옥동,울산광역시,남구
31140625 ,대현동,울산광역시,남구
31140635 ,수암동,울산광역시,남구
31140640 ,선암동,울산광역시,남구
31140670 ,야음장생포동,울산광역시,남구
31170510 ,방어동,울산광역시,동구
31170520 ,일산동,울산광역시,동구
31170530 ,화정동,울산광역시,동구
31170540 ,대송동,울산광역시,동구
31170550 ,전하1동,울산광역시,동구
31170560 ,전하2동,울산광역시,동구
31170580 ,남목1동,울산광역시,동구
31170590 ,남목2동,울산광역시,동구
31170600 ,남목3동,울산광역시,동구
31200510 ,농소1동,울산광역시,북구
31200520 ,농소2동,울산광역시,북구
31200530 ,농소3동,울산광역시,북구
31200540 ,강동동,울산광역시,북구
31200560 ,효문동,울산광역시,북구
31200570 ,송정동,울산광역시,북구
31200580 ,양정동,울산광역시,북구
31200590 ,염포동,울산광역시,북구
31710250 ,온산읍,울산광역시,울주군
31710253 ,언양읍,울산광역시,울주군
31710256 ,온양읍,울산광역시,울주군
31710259 ,범서읍,울산광역시,울주군
31710262 ,청량읍,울산광역시,울주군
31710310 ,서생면,울산광역시,울주군
31710340 ,웅촌면,울산광역시,울주군
31710360 ,두동면,울산광역시,울주군
31710370 ,두서면,울산광역시,울주군
31710380 ,상북면,울산광역시,울주군
31710390 ,삼남면,울산광역시,울주군
31710400 ,삼동면,울산광역시,울주군
36110250 ,조치원읍,세종특별자치시,
36110310 ,연기면,세종특별자치시,
36110320 ,연동면,세종특별자치시,
36110330 ,부강면,세종특별자치시,
36110340 ,금남면,세종특별자치시,
36110350 ,장군면,세종특별자치시,
36110360 ,연서면,세종특별자치시,
36110370 ,전의면,세종특별자치시,
36110380 ,전동면,세종특별자치시,
36110390 ,소정면,세종특별자치시,
36110510 ,한솔동,세종특별자치시,
36110515 ,새롬동,세종특별자치시,
36110520 ,도담동,세종특별자치시,
36110530 ,아름동,세종특별자치시,
36110540 ,종촌동,세종특별자치시,
36110550 ,고운동,세종특별자치시,
36110555 ,소담동,세종특별자치시,
36110560 ,보람동,세종특별자치시,
36110570 ,대평동,세종특별자치시,
41111560 ,파장동,경기도,수원시 장안구
41111566 ,율천동,경기도,수원시 장안구
41111571 ,정자1동,경기도,수원시 장안구
41111572 ,정자2동,경기도,수원시 장안구
41111573 ,정자3동,경기도,수원시 장안구
41111580 ,영화동,경기도,수원시 장안구
41111591 ,송죽동,경기도,수원시 장안구
41111597 ,조원1동,경기도,수원시 장안구
41111598 ,조원2동,경기도,수원시 장안구
41111600 ,연무동,경기도,수원시 장안구
41113520 ,세류1동,경기도,수원시 권선구
41113530 ,세류2동,경기도,수원시 권선구
41113540 ,세류3동,경기도,수원시 권선구
41113550 ,평동,경기도,수원시 권선구
41113560 ,서둔동,경기도,수원시 권선구
41113650 ,구운동,경기도,수원시 권선구
41113662 ,금곡동,경기도,수원시 권선구
41113664 ,호매실동,경기도,수원시 권선구
41113670 ,권선1동,경기도,수원시 권선구
41113680 ,권선2동,경기도,수원시 권선구
41113690 ,곡선동,경기도,수원시 권선구
41113700 ,입북동,경기도,수원시 권선구
41115650 ,매교동,경기도,수원시 팔달구
41115660 ,매산동,경기도,수원시 팔달구
41115670 ,고등동,경기도,수원시 팔달구
41115680 ,화서1동,경기도,수원시 팔달구
41115690 ,화서2동,경기도,수원시 팔달구
41115700 ,지동,경기도,수원시 팔달구
41115710 ,우만1동,경기도,수원시 팔달구
41115720 ,우만2동,경기도,수원시 팔달구
41115730 ,인계동,경기도,수원시 팔달구
41115740 ,행궁동,경기도,수원시 팔달구
41117510 ,매탄1동,경기도,수원시 영통구
41117520 ,매탄2동,경기도,수원시 영통구
41117530 ,매탄3동,경기도,수원시 영통구
41117540 ,매탄4동,경기도,수원시 영통구
41117550 ,원천동,경기도,수원시 영통구
41117570 ,영통1동,경기도,수원시 영통구
41117580 ,영통2동,경기도,수원시 영통구
41117585 ,영통3동,경기도,수원시 영통구
41117593 ,망포1동,경기도,수원시 영통구
41117596 ,망포2동,경기도,수원시 영통구
41117600 ,광교1동,경기도,수원시 영통구
41117610 ,광교2동,경기도,수원시 영통구
41131510 ,신흥1동,경기도,성남시 수정구
41131520 ,신흥2동,경기도,성남시 수정구
41131530 ,신흥3동,경기도,성남시 수정구
41131540 ,태평1동,경기도,성남시 수정구
41131550 ,태평2동,경기도,성남시 수정구
41131560 ,태평3동,경기도,성남시 수정구
41131561 ,태평4동,경기도,성남시 수정구
41131570 ,수진1동,경기도,성남시 수정구
41131580 ,수진2동,경기도,성남시 수정구
41131590 ,단대동,경기도,성남시 수정구
41131600 ,산성동,경기도,성남시 수정구
41131610 ,양지동,경기도,성남시 수정구
41131620 ,복정동,경기도,성남시 수정구
41131625 ,위례동,경기도,성남시 수정구
41131630 ,신촌동,경기도,성남시 수정구
41131640 ,고등동,경기도,성남시 수정구
41131650 ,시흥동,경기도,성남시 수정구
41133510 ,성남동,경기도,성남시 중원구
41133525 ,중앙동,경기도,성남시 중원구
41133530 ,금광1동,경기도,성남시 중원구
41133540 ,금광2동,경기도,성남시 중원구
41133550 ,은행1동,경기도,성남시 중원구
41133560 ,은행2동,경기도,성남시 중원구
41133570 ,상대원1동,경기도,성남시 중원구
41133580 ,상대원2동,경기도,성남시 중원구
41133590 ,상대원3동,경기도,성남시 중원구
41133660 ,하대원동,경기도,성남시 중원구
41133670 ,도촌동,경기도,성남시 중원구
41135510 ,분당동,경기도,성남시 분당구
41135520 ,수내1동,경기도,성남시 분당구
41135530 ,수내2동,경기도,성남시 분당구
41135540 ,수내3동,경기도,성남시 분당구
41135545 ,정자동,경기도,성남시 분당구
41135550 ,정자1동,경기도,성남시 분당구
41135560 ,정자2동,경기도,성남시 분당구
41135570 ,정자3동,경기도,성남시 분당구
41135580 ,서현1동,경기도,성남시 분당구
41135590 ,서현2동,경기도,성남시 분당구
41135600 ,이매1동,경기도,성남시 분당구
41135610 ,이매2동,경기도,성남시 분당구
41135620 ,야탑1동,경기도,성남시 분당구
41135630 ,야탑2동,경기도,성남시 분당구
41135640 ,야탑3동,경기도,성남시 분당구
41135650 ,판교동,경기도,성남시 분당구
41135655 ,삼평동,경기도,성남시 분당구
41135657 ,백현동,경기도,성남시 분당구
41135662 ,금곡동,경기도,성남시 분당구
41135665 ,구미1동,경기도,성남시 분당구
41135670 ,구미동,경기도,성남시 분당구
41135680 ,운중동,경기도,성남시 분당구
41150510 ,의정부1동,경기도,의정부시
41150520 ,의정부2동,경기도,의정부시
41150545 ,호원1동,경기도,의정부시
41150555 ,호원2동,경기도,의정부시
41150561 ,장암동,경기도,의정부시
41150567 ,신곡1동,경기도,의정부시
41150568 ,신곡2동,경기도,의정부시
41150573 ,송산1동,경기도,의정부시
41150576 ,송산2동,경기도,의정부시
41150578 ,송산3동,경기도,의정부시
41150580 ,자금동,경기도,의정부시
41150595 ,가능동,경기도,의정부시
41150615 ,흥선동,경기도,의정부시
41150620 ,녹양동,경기도,의정부시
41171510 ,안양1동,경기도,안양시 만안구
41171520 ,안양2동,경기도,안양시 만안구
41171530 ,안양3동,경기도,안양시 만안구
41171540 ,안양4동,경기도,안양시 만안구
41171550 ,안양5동,경기도,안양시 만안구
41171560 ,안양6동,경기도,안양시 만안구
41171570 ,안양7동,경기도,안양시 만안구
41171580 ,안양8동,경기도,안양시 만안구
41171581 ,안양9동,경기도,안양시 만안구
41171590 ,석수1동,경기도,안양시 만안구
41171600 ,석수2동,경기도,안양시 만안구
41171610 ,석수3동,경기도,안양시 만안구
41171621 ,박달1동,경기도,안양시 만안구
41171630 ,박달2동,경기도,안양시 만안구
41173510 ,비산1동,경기도,안양시 동안구
41173520 ,비산2동,경기도,안양시 동안구
41173530 ,비산3동,경기도,안양시 동안구
41173540 ,부흥동,경기도,안양시 동안구
41173546 ,달안동,경기도,안양시 동안구
41173550 ,관양1동,경기도,안양시 동안구
41173560 ,관양2동,경기도,안양시 동안구
41173566 ,부림동,경기도,안양시 동안구
41173570 ,평촌동,경기도,안양시 동안구
41173576 ,평안동,경기도,안양시 동안구
41173578 ,귀인동,경기도,안양시 동안구
41173580 ,호계1동,경기도,안양시 동안구
41173590 ,호계2동,경기도,안양시 동안구
41173600 ,호계3동,경기도,안양시 동안구
41173610 ,범계동,경기도,안양시 동안구
41173620 ,신촌동,경기도,안양시 동안구
41173630 ,갈산동,경기도,안양시 동안구
41190603 ,심곡동,경기도,부천시
41190606 ,부천동,경기도,부천시
41190610 ,중동,경기도,부천시
41190742 ,신중동,경기도,부천시
41190744 ,상동,경기도,부천시
41190746 ,대산동,경기도,부천시
41190750 ,소사본동,경기도,부천시
41190795 ,범안동,경기도,부천시
41190800 ,성곡동,경기도,부천시
41190830 ,오정동,경기도,부천시
41210510 ,광명1동,경기도,광명시
41210520 ,광명2동,경기도,광명시
41210540 ,광명3동,경기도,광명시
41210550 ,광명4동,경기도,광명시
41210560 ,광명5동,경기도,광명시
41210570 ,광명6동,경기도,광명시
41210580 ,광명7동,경기도,광명시
41210590 ,철산1동,경기도,광명시
41210600 ,철산2동,경기도,광명시
41210610 ,철산3동,경기도,광명시
41210620 ,철산4동,경기도,광명시
41210631 ,하안1동,경기도,광명시
41210632 ,하안2동,경기도,광명시
