일자,행정동명,업종명,이용건수,이용금액,시명,구명,년,월,일,주차
2020-03-04,문래동,인터넷쇼핑,127,9498120,서울특별시,영등포구,2020,3,4,10
2020-03-04,방배4동,인터넷쇼핑,7962,198685507,서울특별시,서초구,2020,3,4,10
2020-03-04,상암동,인터넷쇼핑,271,11632000,서울특별시,마포구,2020,3,4,10
2020-03-04,압구정동,인터넷쇼핑,232,24072093,서울특별시,강남구,2020,3,4,10
2020-03-04,상계10동,인터넷쇼핑,32,650000,서울특별시,노원구,2020,3,4,10
2020-03-04,수서동,인터넷쇼핑,16899,426448848,서울특별시,강남구,2020,3,4,10
2020-03-04,가양1동,인터넷쇼핑,147,20693000,서울특별시,강서구,2020,3,4,10
2020-03-04,합정동,인터넷쇼핑,3,4264557,서울특별시,마포구,2020,3,4,10
2020-03-04,여의동,인터넷쇼핑,2,2839720,서울특별시,영등포구,2020,3,4,10
2020-03-04,신촌동,인터넷쇼핑,5,1060090,서울특별시,서대문구,2020,3,4,10
2020-03-04,발산1동,인터넷쇼핑,28,425000,서울특별시,강서구,2020,3,4,10
2020-03-04,잠실3동,인터넷쇼핑,1683,127106170,서울특별시,송파구,2020,3,4,10
2020-03-04,월곡2동,인터넷쇼핑,91,6651362,서울특별시,성북구,2020,3,4,10
2020-03-04,목1동,인터넷쇼핑,52271,2356665146,서울특별시,양천구,2020,3,4,10
2020-03-04,염리동,인터넷쇼핑,8264,357777509,서울특별시,마포구,2020,3,4,10
2020-03-04,을지로동,인터넷쇼핑,794,44575665,서울특별시,중구,2020,3,4,10
2020-03-04,한강로동,인터넷쇼핑,70175,2980364326,서울특별시,용산구,2020,3,4,10
2020-03-04,도곡1동,인터넷쇼핑,1,44350,서울특별시,강남구,2020,3,4,10
2020-03-05,목1동,인터넷쇼핑,40396,2039919932,서울특별시,양천구,2020,3,5,10
2020-03-05,방배4동,인터넷쇼핑,7873,218882117,서울특별시,서초구,2020,3,5,10
2020-03-05,회현동,인터넷쇼핑,44925,429704979,서울특별시,중구,2020,3,5,10
2020-03-05,가산동,인터넷쇼핑,135,9374836,서울특별시,금천구,2020,3,5,10
2020-03-05,남영동,인터넷쇼핑,42,5973085,서울특별시,용산구,2020,3,5,10
2020-03-05,등촌1동,인터넷쇼핑,72,4624352,서울특별시,강서구,2020,3,5,10
2020-03-05,구로3동,인터넷쇼핑,212573,12407078094,서울특별시,구로구,2020,3,5,10
2020-03-05,잠실6동,인터넷쇼핑,44,6714078,서울특별시,송파구,2020,3,5,10
2020-03-05,상암동,인터넷쇼핑,264,12273010,서울특별시,마포구,2020,3,5,10
2020-03-05,대치2동,인터넷쇼핑,78,11115250,서울특별시,강남구,2020,3,5,10
2020-03-05,상봉1동,인터넷쇼핑,9,1154790,서울특별시,중랑구,2020,3,5,10
2020-03-05,시흥1동,인터넷쇼핑,3,300300,서울특별시,금천구,2020,3,5,10
2020-03-05,서초3동,인터넷쇼핑,1,11889,서울특별시,서초구,2020,3,5,10
2020-03-05,연희동,인터넷쇼핑,19,52466007,서울특별시,서대문구,2020,3,5,10
2020-03-05,아현동,인터넷쇼핑,304331,10047614112,서울특별시,마포구,2020,3,5,10
2020-03-05,방이2동,인터넷쇼핑,37,11206010,서울특별시,송파구,2020,3,5,10
2020-03-05,양평2동,인터넷쇼핑,3508,253842068,서울특별시,영등포구,2020,3,5,10
2020-03-05,미아동,인터넷쇼핑,5,4096000,서울특별시,강북구,2020,3,5,10
2020-03-05,문래동,인터넷쇼핑,96,9162517,서울특별시,영등포구,2020,3,5,10
2020-03-05,가양2동,인터넷쇼핑,3,652530,서울특별시,강서구,2020,3,5,10
2020-03-05,월곡2동,인터넷쇼핑,74,5939280,서울특별시,성북구,2020,3,5,10
2020-03-05,반포4동,인터넷쇼핑,2701,47906600,서울특별시,서초구,2020,3,5,10
2020-03-05,구로3동,인터넷쇼핑,7,1073800,서울특별시,구로구,2020,3,5,10
2020-03-05,한강로동,인터넷쇼핑,86492,3295539433,서울특별시,용산구,2020,3,5,10
2020-03-05,회현동,인터넷쇼핑,17552,1171378011,서울특별시,중구,2020,3,5,10
2020-03-05,성산2동,인터넷쇼핑,124,9857893,서울특별시,마포구,2020,3,5,10
2020-03-05,소공동,인터넷쇼핑,34,3240549,서울특별시,중구,2020,3,5,10
2020-03-05,한강로동,인터넷쇼핑,166,446560,서울특별시,용산구,2020,3,5,10
2020-03-05,일원본동,인터넷쇼핑,11,341300,서울특별시,강남구,2020,3,5,10
2020-03-05,방배2동,홈쇼핑,4904,464195835,서울특별시,서초구,2020,3,5,10
2020-03-05,삼성1동,인터넷쇼핑,1244,99534200,서울특별시,강남구,2020,3,5,10
2020-03-05,영등포동,인터넷쇼핑,1600,40990130,서울특별시,영등포구,2020,3,5,10
2020-03-05,여의동,인터넷쇼핑,7,28911460,서울특별시,영등포구,2020,3,5,10
2020-03-05,염창동,인터넷쇼핑,158,16194020,서울특별시,강서구,2020,3,5,10
2020-03-05,가양1동,인터넷쇼핑,27306,163839362,서울특별시,강서구,2020,3,5,10
2020-03-05,역삼2동,인터넷쇼핑,2764,3882218527,서울특별시,강남구,2020,3,5,10
2020-03-05,독산1동,인터넷쇼핑,105,7307039,서울특별시,금천구,2020,3,5,10
2020-03-05,도곡1동,인터넷쇼핑,1,19500,서울특별시,강남구,2020,3,5,10
2020-03-05,남영동,인터넷쇼핑,143,5040000,서울특별시,용산구,2020,3,5,10
2020-03-05,서교동,인터넷쇼핑,60,4991510,서울특별시,마포구,2020,3,5,10
2020-03-05,서초4동,인터넷쇼핑,100,2001190,서울특별시,서초구,2020,3,5,10
2020-03-05,영등포동,인터넷쇼핑,6,652060,서울특별시,영등포구,2020,3,5,10
2020-03-05,천호2동,인터넷쇼핑,2838,165470755,서울특별시,강동구,2020,3,5,10
2020-03-05,양평2동,홈쇼핑,3398,275545622,서울특별시,영등포구,2020,3,5,10
2020-03-05,논현2동,인터넷쇼핑,53,8063640,서울특별시,강남구,2020,3,5,10
2020-03-05,용답동,인터넷쇼핑,66,9575670,서울특별시,성동구,2020,3,5,10
2020-03-05,염리동,인터넷쇼핑,8184,269406282,서울특별시,마포구,2020,3,5,10
2020-03-05,천호1동,인터넷쇼핑,46,3817800,서울특별시,강동구,2020,3,5,10
2020-03-05,신대방2동,인터넷쇼핑,10738,90892790,서울특별시,동작구,2020,3,5,10
2020-03-05,상암동,홈쇼핑,2938,144581935,서울특별시,마포구,2020,3,5,10
2020-03-05,대림1동,인터넷쇼핑,18,1056600,서울특별시,영등포구,2020,3,5,10
2020-03-05,역삼2동,인터넷쇼핑,3487,403010426,서울특별시,강남구,2020,3,5,10
2020-03-05,역삼1동,인터넷쇼핑,41552,3015803028,서울특별시,강남구,2020,3,5,10
2020-03-05,중계2.3동,인터넷쇼핑,25,1971660,서울특별시,노원구,2020,3,5,10
2020-03-05,잠실3동,인터넷쇼핑,2456,158859710,서울특별시,송파구,2020,3,5,10
2020-03-05,삼성1동,인터넷쇼핑,25974,1230910614,서울특별시,강남구,2020,3,5,10
2020-03-05,서초3동,인터넷쇼핑,271,35137000,서울특별시,서초구,2020,3,5,10
2020-03-05,소공동,인터넷쇼핑,71609,3334158406,서울특별시,중구,2020,3,5,10
2020-03-05,방배2동,인터넷쇼핑,3802,303039237,서울특별시,서초구,2020,3,5,10
2020-03-05,용신동,인터넷쇼핑,6,597800,서울특별시,동대문구,2020,3,5,10
2020-03-05,장충동,인터넷쇼핑,1,2443120,서울특별시,중구,2020,3,5,10
2020-03-05,여의동,인터넷쇼핑,97,37747356,서울특별시,영등포구,2020,3,5,10
2020-03-05,합정동,인터넷쇼핑,8,1272130,서울특별시,마포구,2020,3,5,10
2020-03-05,목1동,인터넷쇼핑,3,569925,서울특별시,양천구,2020,3,5,10
2020-03-05,압구정동,인터넷쇼핑,218,18573578,서울특별시,강남구,2020,3,5,10
2020-03-05,소공동,인터넷쇼핑,11,2193100,서울특별시,중구,2020,3,5,10
2020-03-05,가양1동,인터넷쇼핑,120,17577000,서울특별시,강서구,2020,3,5,10
2020-03-05,천호2동,홈쇼핑,4098,357518046,서울특별시,강동구,2020,3,5,10
2020-03-05,도화동,인터넷쇼핑,36152,129456375,서울특별시,마포구,2020,3,5,10
2020-03-05,수서동,인터넷쇼핑,17445,420733777,서울특별시,강남구,2020,3,5,10
2020-03-05,방화1동,인터넷쇼핑,17,1361000,서울특별시,강서구,2020,3,5,10
2020-03-05,성수2가3동,인터넷쇼핑,4,6510,서울특별시,성동구,2020,3,5,10
2020-03-05,면목5동,인터넷쇼핑,42,3308005,서울특별시,중랑구,2020,3,5,10
2020-03-05,역삼1동,인터넷쇼핑,1237,55488931,서울특별시,강남구,2020,3,5,10
2020-03-05,암사2동,인터넷쇼핑,21,2266575,서울특별시,강동구,2020,3,5,10
2020-03-05,대치2동,인터넷쇼핑,4,319277,서울특별시,강남구,2020,3,5,10
2020-03-05,시흥3동,인터넷쇼핑,57,6878805,서울특별시,금천구,2020,3,5,10
2020-03-05,사직동,인터넷쇼핑,14,6094467,서울특별시,종로구,2020,3,5,10
2020-03-05,을지로동,인터넷쇼핑,881,48689883,서울특별시,중구,2020,3,5,10
2020-03-05,회현동,인터넷쇼핑,301,5360431,서울특별시,중구,2020,3,5,10
2020-03-05,양평1동,인터넷쇼핑,2,55700,서울특별시,영등포구,2020,3,5,10
2020-03-05,고척1동,인터넷쇼핑,22,3018370,서울특별시,구로구,2020,3,5,10
2020-03-05,신내2동,인터넷쇼핑,46,3363682,서울특별시,중랑구,2020,3,5,10
2020-03-05,송파1동,인터넷쇼핑,109,5767019,서울특별시,송파구,2020,3,5,10
2020-03-05,인헌동,인터넷쇼핑,3709,207009032,서울특별시,관악구,2020,3,5,10
2020-03-05,당산2동,인터넷쇼핑,4,202936,서울특별시,영등포구,2020,3,5,10
2020-03-05,한강로동,인터넷쇼핑,209802,8164947887,서울특별시,용산구,2020,3,5,10
2020-03-05,남영동,인터넷쇼핑,3123,42911677,서울특별시,용산구,2020,3,5,10
2020-03-05,여의동,인터넷쇼핑,6848,298672576,서울특별시,영등포구,2020,3,5,10
2020-03-05,신사동,인터넷쇼핑,8,157560,서울특별시,관악구,2020,3,5,10
2020-03-05,신사동,인터넷쇼핑,8,157560,서울특별시,강남구,2020,3,5,10
2020-03-05,신촌동,인터넷쇼핑,3,92700,서울특별시,서대문구,2020,3,5,10
2020-03-05,방학1동,인터넷쇼핑,31,2742220,서울특별시,도봉구,2020,3,5,10
2020-03-06,여의동,인터넷쇼핑,95,10657445,서울특별시,영등포구,2020,3,6,10
2020-03-06,역삼2동,인터넷쇼핑,3407,329399119,서울특별시,강남구,2020,3,6,10
2020-03-06,일원본동,인터넷쇼핑,15,341200,서울특별시,강남구,2020,3,6,10
2020-03-06,사직동,인터넷쇼핑,8,5340918,서울특별시,종로구,2020,3,6,10
2020-03-06,방화1동,인터넷쇼핑,41,4438700,서울특별시,강서구,2020,3,6,10
2020-03-06,수서동,인터넷쇼핑,15464,383360346,서울특별시,강남구,2020,3,6,10
2020-03-06,방배2동,인터넷쇼핑,3994,308240393,서울특별시,서초구,2020,3,6,10
2020-03-06,영등포동,인터넷쇼핑,1509,40775742,서울특별시,영등포구,2020,3,6,10
2020-03-06,소공동,인터넷쇼핑,74,9604261,서울특별시,중구,2020,3,6,10
2020-03-06,등촌1동,인터넷쇼핑,109,7523315,서울특별시,강서구,2020,3,6,10
2020-03-06,가양1동,인터넷쇼핑,92,11480000,서울특별시,강서구,2020,3,6,10
2020-03-06,회현동,인터넷쇼핑,45699,442574600,서울특별시,중구,2020,3,6,10
2020-03-06,한강로동,인터넷쇼핑,61879,2574259242,서울특별시,용산구,2020,3,6,10
2020-03-06,양평2동,인터넷쇼핑,3310,193314372,서울특별시,영등포구,2020,3,6,10
2020-03-06,신대방2동,인터넷쇼핑,10786,91461890,서울특별시,동작구,2020,3,6,10
2020-03-06,신촌동,인터넷쇼핑,3,50180,서울특별시,서대문구,2020,3,6,10
2020-03-06,상봉1동,인터넷쇼핑,34,2540780,서울특별시,중랑구,2020,3,6,10
2020-03-06,목1동,인터넷쇼핑,8,1494000,서울특별시,양천구,2020,3,6,10
2020-03-06,목1동,인터넷쇼핑,39664,1792754649,서울특별시,양천구,2020,3,6,10
2020-03-06,한강로동,인터넷쇼핑,176,498890,서울특별시,용산구,2020,3,6,10
2020-03-06,천호2동,인터넷쇼핑,2797,163834723,서울특별시,강동구,2020,3,6,10
2020-03-06,공항동,인터넷쇼핑,556,64042814,서울특별시,강서구,2020,3,6,10
2020-03-06,남영동,인터넷쇼핑,81,5975143,서울특별시,용산구,2020,3,6,10
2020-03-06,암사2동,인터넷쇼핑,12,527870,서울특별시,강동구,2020,3,6,10
2020-03-06,월곡2동,인터넷쇼핑,92,7202410,서울특별시,성북구,2020,3,6,10
2020-03-06,방이2동,인터넷쇼핑,31,2119715,서울특별시,송파구,2020,3,6,10
2020-03-06,시흥3동,인터넷쇼핑,50,6523040,서울특별시,금천구,2020,3,6,10
2020-03-06,을지로동,인터넷쇼핑,945,49259035,서울특별시,중구,2020,3,6,10
2020-03-06,상암동,인터넷쇼핑,285,10288520,서울특별시,마포구,2020,3,6,10
2020-03-06,남현동,인터넷쇼핑,5,589400,서울특별시,관악구,2020,3,6,10
2020-03-06,반포4동,인터넷쇼핑,2834,51700590,서울특별시,서초구,2020,3,6,10
2020-03-06,잠실6동,인터넷쇼핑,81,9178442,서울특별시,송파구,2020,3,6,10
2020-03-06,방배4동,인터넷쇼핑,8591,289256106,서울특별시,서초구,2020,3,6,10
2020-03-06,가산동,인터넷쇼핑,577,33105707,서울특별시,금천구,2020,3,6,10
2020-03-06,고척1동,인터넷쇼핑,15,3123180,서울특별시,구로구,2020,3,6,10
2020-03-06,압구정동,인터넷쇼핑,152,13244273,서울특별시,강남구,2020,3,6,10
2020-03-06,광장동,인터넷쇼핑,2,200000,서울특별시,광진구,2020,3,6,10
2020-03-06,문래동,인터넷쇼핑,129,8774457,서울특별시,영등포구,2020,3,6,10
2020-03-06,성산2동,인터넷쇼핑,123,8654331,서울특별시,마포구,2020,3,6,10
2020-03-06,면목5동,인터넷쇼핑,45,3062915,서울특별시,중랑구,2020,3,6,10
2020-03-06,도화동,인터넷쇼핑,36361,130766201,서울특별시,마포구,2020,3,6,10
2020-03-06,회현동,인터넷쇼핑,426,13869490,서울특별시,중구,2020,3,6,10
2020-03-06,등촌1동,인터넷쇼핑,72,4856356,서울특별시,강서구,2020,3,6,10
2020-03-06,구로3동,인터넷쇼핑,6,449400,서울특별시,구로구,2020,3,6,10
2020-03-06,중계2.3동,인터넷쇼핑,21,1659690,서울특별시,노원구,2020,3,6,10
2020-03-06,삼성1동,인터넷쇼핑,1276,117190931,서울특별시,강남구,2020,3,6,10
2020-03-06,상암동,인터넷쇼핑,3,4500,서울특별시,마포구,2020,3,6,10
2020-03-06,방배2동,홈쇼핑,4854,577933055,서울특별시,서초구,2020,3,6,10
2020-03-06,여의동,인터넷쇼핑,1,1561680,서울특별시,영등포구,2020,3,6,10
2020-03-06,아현동,인터넷쇼핑,362172,106089807369,서울특별시,마포구,2020,3,6,10
2020-03-06,염리동,인터넷쇼핑,8576,286142799,서울특별시,마포구,2020,3,6,10
2020-03-06,가양2동,인터넷쇼핑,5,452640,서울특별시,강서구,2020,3,6,10
2020-03-06,여의동,인터넷쇼핑,6457,297876369,서울특별시,영등포구,2020,3,6,10
2020-03-06,남영동,인터넷쇼핑,2462,38025583,서울특별시,용산구,2020,3,6,10
2020-03-06,대치2동,인터넷쇼핑,92,12528580,서울특별시,강남구,2020,3,6,10
2020-03-06,당산2동,인터넷쇼핑,1,434500,서울특별시,영등포구,2020,3,6,10
2020-03-06,논현2동,인터넷쇼핑,41,5927300,서울특별시,강남구,2020,3,6,10
2020-03-06,연희동,인터넷쇼핑,7,44570000,서울특별시,서대문구,2020,3,6,10
2020-03-06,한강로동,인터넷쇼핑,241150,9170566160,서울특별시,용산구,2020,3,6,10
2020-03-06,가양1동,인터넷쇼핑,27011,160636979,서울특별시,강서구,2020,3,6,10
2020-03-06,방학1동,인터넷쇼핑,20,1761680,서울특별시,도봉구,2020,3,6,10
2020-03-06,구로3동,인터넷쇼핑,217889,13309417879,서울특별시,구로구,2020,3,6,10
2020-03-06,남영동,인터넷쇼핑,145,5045000,서울특별시,용산구,2020,3,6,10
2020-03-06,역삼1동,인터넷쇼핑,34949,2870022709,서울특별시,강남구,2020,3,6,10
2020-03-06,삼성1동,인터넷쇼핑,25419,1241240331,서울특별시,강남구,2020,3,6,10
2020-03-06,소공동,인터넷쇼핑,88697,3852489650,서울특별시,중구,2020,3,6,10
2020-03-06,성수2가3동,인터넷쇼핑,4,395740,서울특별시,성동구,2020,3,6,10
2020-03-06,독산1동,인터넷쇼핑,102,7025635,서울특별시,금천구,2020,3,6,10
2020-03-06,염창동,인터넷쇼핑,193,18805390,서울특별시,강서구,2020,3,6,10
2020-03-06,용신동,인터넷쇼핑,4,260579,서울특별시,동대문구,2020,3,6,10
2020-03-06,합정동,인터넷쇼핑,7,1398500,서울특별시,마포구,2020,3,6,10
2020-03-06,회현동,인터넷쇼핑,10696,754933874,서울특별시,중구,2020,3,6,10
2020-03-06,양평2동,홈쇼핑,2847,313092060,서울특별시,영등포구,2020,3,6,10
2020-03-06,용답동,인터넷쇼핑,48,7408793,서울특별시,성동구,2020,3,6,10
2020-03-06,천호2동,홈쇼핑,4272,322258780,서울특별시,강동구,2020,3,6,10
2020-03-06,인헌동,인터넷쇼핑,3425,193304263,서울특별시,관악구,2020,3,6,10
2020-03-06,목1동,인터넷쇼핑,24,1019817,서울특별시,양천구,2020,3,6,10
2020-03-06,서초3동,인터넷쇼핑,240,32152390,서울특별시,서초구,2020,3,6,10
2020-03-06,신내2동,인터넷쇼핑,44,2751891,서울특별시,중랑구,2020,3,6,10
2020-03-06,서초3동,인터넷쇼핑,3,57292,서울특별시,서초구,2020,3,6,10
2020-03-06,역삼2동,인터넷쇼핑,2940,3951280576,서울특별시,강남구,2020,3,6,10
2020-03-06,송파1동,인터넷쇼핑,100,4700800,서울특별시,송파구,2020,3,6,10
2020-03-06,서교동,인터넷쇼핑,51,5509140,서울특별시,마포구,2020,3,6,10
2020-03-06,도곡1동,인터넷쇼핑,1,270600,서울특별시,강남구,2020,3,6,10
2020-03-06,잠실3동,인터넷쇼핑,2521,161680110,서울특별시,송파구,2020,3,6,10
2020-03-06,천호1동,인터넷쇼핑,52,3866988,서울특별시,강동구,2020,3,6,10
2020-03-06,마장동,인터넷쇼핑,1,112500,서울특별시,성동구,2020,3,6,10
2020-03-06,상암동,홈쇼핑,3364,181069522,서울특별시,마포구,2020,3,6,10
2020-03-06,역삼1동,인터넷쇼핑,1351,52195248,서울특별시,강남구,2020,3,6,10
2020-03-06,미아동,인터넷쇼핑,4,3862800,서울특별시,강북구,2020,3,6,10
2020-03-06,양평1동,인터넷쇼핑,1,45000,서울특별시,영등포구,2020,3,6,10
2020-03-06,시흥1동,인터넷쇼핑,2,501870,서울특별시,금천구,2020,3,6,10
2020-03-06,역삼1동,인터넷쇼핑,2,49070,서울특별시,강남구,2020,3,6,10
2020-03-07,역삼1동,인터넷쇼핑,21180,1873090808,서울특별시,강남구,2020,3,7,10
2020-03-07,한강로동,인터넷쇼핑,1944,65542265,서울특별시,용산구,2020,3,7,10
2020-03-07,회현동,인터넷쇼핑,41895,459540550,서울특별시,중구,2020,3,7,10
2020-03-07,영등포동,인터넷쇼핑,2209,52427080,서울특별시,영등포구,2020,3,7,10
2020-03-07,용신동,인터넷쇼핑,13,1307300,서울특별시,동대문구,2020,3,7,10
2020-03-07,역삼2동,인터넷쇼핑,2831,3389838654,서울특별시,강남구,2020,3,7,10
2020-03-07,남영동,인터넷쇼핑,2497,49134547,서울특별시,용산구,2020,3,7,10
2020-03-07,시흥1동,인터넷쇼핑,11,766100,서울특별시,금천구,2020,3,7,10
2020-03-07,여의동,인터넷쇼핑,4583,166343815,서울특별시,영등포구,2020,3,7,10
2020-03-07,상암동,인터넷쇼핑,299,12068720,서울특별시,마포구,2020,3,7,10
2020-03-07,면목5동,인터넷쇼핑,19,2079902,서울특별시,중랑구,2020,3,7,10
2020-03-07,천호2동,인터넷쇼핑,6678,866878103,서울특별시,강동구,2020,3,7,10
2020-03-07,월곡2동,인터넷쇼핑,51,4063158,서울특별시,성북구,2020,3,7,10
2020-03-07,독산1동,인터넷쇼핑,48,4124824,서울특별시,금천구,2020,3,7,10
2020-03-07,암사2동,인터넷쇼핑,13,1971410,서울특별시,강동구,2020,3,7,10
2020-03-07,양평2동,홈쇼핑,2867,300865254,서울특별시,영등포구,2020,3,7,10
2020-03-07,성수2가3동,인터넷쇼핑,2,2135,서울특별시,성동구,2020,3,7,10
2020-03-07,아현동,인터넷쇼핑,278125,8580143891,서울특별시,마포구,2020,3,7,10
2020-03-07,서초3동,인터넷쇼핑,25,3589060,서울특별시,서초구,2020,3,7,10
2020-03-07,합정동,인터넷쇼핑,8,848040,서울특별시,마포구,2020,3,7,10
2020-03-07,송파1동,인터넷쇼핑,47,1198400,서울특별시,송파구,2020,3,7,10
2020-03-07,가양1동,인터넷쇼핑,110,14576000,서울특별시,강서구,2020,3,7,10
2020-03-07,신도림동,인터넷쇼핑,16,693710,서울특별시,구로구,2020,3,7,10
2020-03-07,서초3동,인터넷쇼핑,1,3369,서울특별시,서초구,2020,3,7,10
2020-03-07,방학1동,인터넷쇼핑,41,2621090,서울특별시,도봉구,2020,3,7,10
2020-03-07,소공동,인터넷쇼핑,50,9379376,서울특별시,중구,2020,3,7,10
2020-03-07,영등포동,인터넷쇼핑,9,204280,서울특별시,영등포구,2020,3,7,10
2020-03-07,방이2동,인터넷쇼핑,46,5530250,서울특별시,송파구,2020,3,7,10
2020-03-07,대림1동,인터넷쇼핑,8,268980,서울특별시,영등포구,2020,3,7,10
2020-03-07,신사동,인터넷쇼핑,9,489313,서울특별시,관악구,2020,3,7,10
2020-03-07,신사동,인터넷쇼핑,9,489313,서울특별시,강남구,2020,3,7,10
2020-03-07,신대방2동,인터넷쇼핑,12381,105630560,서울특별시,동작구,2020,3,7,10
2020-03-07,장충동,인터넷쇼핑,24,10692787,서울특별시,중구,2020,3,7,10
2020-03-07,남영동,인터넷쇼핑,46,3562443,서울특별시,용산구,2020,3,7,10
2020-03-07,한강로동,인터넷쇼핑,188,518840,서울특별시,용산구,2020,3,7,10
2020-03-07,논현2동,인터넷쇼핑,33,4748880,서울특별시,강남구,2020,3,7,10
2020-03-07,소공동,인터넷쇼핑,70327,3120760525,서울특별시,중구,2020,3,7,10
2020-03-07,방배2동,인터넷쇼핑,3468,278636816,서울특별시,서초구,2020,3,7,10
2020-03-07,서교동,인터넷쇼핑,46,2813990,서울특별시,마포구,2020,3,7,10
2020-03-07,인헌동,인터넷쇼핑,3472,190088584,서울특별시,관악구,2020,3,7,10
2020-03-07,양평2동,인터넷쇼핑,3479,217773353,서울특별시,영등포구,2020,3,7,10
2020-03-07,상암동,홈쇼핑,3684,257424910,서울특별시,마포구,2020,3,7,10
2020-03-07,남현동,인터넷쇼핑,8,785600,서울특별시,관악구,2020,3,7,10
2020-03-07,한강로동,인터넷쇼핑,55024,2213186664,서울특별시,용산구,2020,3,7,10
2020-03-07,가양2동,인터넷쇼핑,6,462150,서울특별시,강서구,2020,3,7,10
2020-03-07,당산2동,인터넷쇼핑,1,81400,서울특별시,영등포구,2020,3,7,10
2020-03-07,목1동,인터넷쇼핑,41,1308338,서울특별시,양천구,2020,3,7,10
2020-03-07,광장동,인터넷쇼핑,6,947400,서울특별시,광진구,2020,3,7,10
2020-03-07,역삼1동,인터넷쇼핑,1294,58987138,서울특별시,강남구,2020,3,7,10
2020-03-07,문래동,인터넷쇼핑,103,6130665,서울특별시,영등포구,2020,3,7,10
2020-03-07,상봉1동,인터넷쇼핑,23,1490885,서울특별시,중랑구,2020,3,7,10
2020-03-07,구로3동,인터넷쇼핑,197952,10858560742,서울특별시,구로구,2020,3,7,10
2020-03-07,수서동,인터넷쇼핑,154,8377050,서울특별시,강남구,2020,3,7,10
2020-03-07,마장동,인터넷쇼핑,3,277500,서울특별시,성동구,2020,3,7,10
2020-03-07,신촌동,인터넷쇼핑,4,1730220,서울특별시,서대문구,2020,3,7,10
2020-03-07,남영동,인터넷쇼핑,166,7500000,서울특별시,용산구,2020,3,7,10
2020-03-07,중계2.3동,인터넷쇼핑,21,1217680,서울특별시,노원구,2020,3,7,10
2020-03-07,방배4동,인터넷쇼핑,7614,237253458,서울특별시,서초구,2020,3,7,10
2020-03-07,가산동,인터넷쇼핑,125,10440373,서울특별시,금천구,2020,3,7,10
2020-03-07,성산2동,인터넷쇼핑,73,6676364,서울특별시,마포구,2020,3,7,10
2020-03-07,잠실6동,인터넷쇼핑,27,3318283,서울특별시,송파구,2020,3,7,10
2020-03-07,천호1동,인터넷쇼핑,8,916790,서울특별시,강동구,2020,3,7,10
2020-03-07,회현동,인터넷쇼핑,261,5162725,서울특별시,중구,2020,3,7,10
2020-03-07,목1동,인터넷쇼핑,49818,3032335580,서울특별시,양천구,2020,3,7,10
2020-03-07,여의동,인터넷쇼핑,114,21322130,서울특별시,영등포구,2020,3,7,10
2020-03-07,삼성1동,인터넷쇼핑,24483,1156729509,서울특별시,강남구,2020,3,7,10
2020-03-07,압구정동,인터넷쇼핑,155,17704791,서울특별시,강남구,2020,3,7,10
2020-03-07,방배2동,홈쇼핑,3761,472716271,서울특별시,서초구,2020,3,7,10
2020-03-07,양평1동,인터넷쇼핑,2,162000,서울특별시,영등포구,2020,3,7,10
2020-03-07,역삼2동,인터넷쇼핑,556,36547468,서울특별시,강남구,2020,3,7,10
2020-03-07,삼성1동,인터넷쇼핑,563,65368070,서울특별시,강남구,2020,3,7,10
2020-03-07,등촌1동,인터넷쇼핑,44,3131792,서울특별시,강서구,2020,3,7,10
2020-03-07,방화1동,인터넷쇼핑,14,1899000,서울특별시,강서구,2020,3,7,10
2020-03-07,구로3동,인터넷쇼핑,4,514400,서울특별시,구로구,2020,3,7,10
2020-03-07,염리동,인터넷쇼핑,13,146300,서울특별시,마포구,2020,3,7,10
2020-03-07,회현동,인터넷쇼핑,16522,1218463060,서울특별시,중구,2020,3,7,10
2020-03-07,대치2동,인터넷쇼핑,68,9303270,서울특별시,강남구,2020,3,7,10
2020-03-07,역삼1동,인터넷쇼핑,2,6670,서울특별시,강남구,2020,3,7,10
2020-03-07,가양1동,인터넷쇼핑,26875,162074825,서울특별시,강서구,2020,3,7,10
2020-03-07,반포4동,인터넷쇼핑,3924,72504500,서울특별시,서초구,2020,3,7,10
2020-03-07,신내2동,인터넷쇼핑,34,2669685,서울특별시,중랑구,2020,3,7,10
2020-03-07,일원본동,인터넷쇼핑,14,241800,서울특별시,강남구,2020,3,7,10
2020-03-07,상암동,인터넷쇼핑,2,3000,서울특별시,마포구,2020,3,7,10
2020-03-07,염창동,인터넷쇼핑,214,17699390,서울특별시,강서구,2020,3,7,10
2020-03-08,회현동,인터넷쇼핑,958,69955380,서울특별시,중구,2020,3,8,10
2020-03-08,신사동,인터넷쇼핑,9,230328,서울특별시,관악구,2020,3,8,10
2020-03-08,신사동,인터넷쇼핑,9,230328,서울특별시,강남구,2020,3,8,10
2020-03-08,역삼1동,인터넷쇼핑,1412,60758721,서울특별시,강남구,2020,3,8,10
2020-03-08,을지로동,인터넷쇼핑,18,3531887,서울특별시,중구,2020,3,8,10
2020-03-08,역삼2동,인터넷쇼핑,333,15010604,서울특별시,강남구,2020,3,8,10
2020-03-08,당산2동,인터넷쇼핑,1,65600,서울특별시,영등포구,2020,3,8,10
2020-03-08,역삼1동,인터넷쇼핑,13830,675254917,서울특별시,강남구,2020,3,8,10
